"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02148V02965","Type of Animal","C02196V04140","Region","UNIT","VALUE"
"AAA09","Number of Livestock in June","2023","2023","022","Other sheep","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","-","State","000 Head","1661.3"
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","03","Total pigs","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","-","State","000 Head","145.6"
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","031","Breeding pigs","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","-","State","000 Head","144.6"
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0311","Female breeding pigs","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","-","State","000 Head","1"
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0312","Boars","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","-","State","000 Head","1515.7"
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","032","Other pigs","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","-","State","000 Head","1102.2"
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0321","Other pigs: 20kg and over","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","-","State","000 Head","413.5"
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","0322","Other pigs: under 20kg","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","-","State","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","04","Total poultry","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","-","State","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","041","Ordinary fowl","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","-","State","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","042","Other fowl","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","05","Total horses and ponies","-","State","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","05","Total horses and ponies","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","05","Total horses and ponies","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","05","Total horses and ponies","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2023","2023","05","Total horses and ponies","IE05","Southern","000 Head",""
